timestamp	step	train/accuracy
1664420624439	0	0.4175890386104584
1664420643593	1	0.4700433015823364
1664420662633	2	0.48712703585624695
1664420681362	3	0.5044513940811157
1664420700000	4	0.5400625467300415
1664420718723	5	0.5492059588432312
1664420737829	6	0.5723050832748413
1664420756475	7	0.5815688371658325
1664420775148	8	0.6015399694442749
1664420793996	9	0.6134504079818726
