timestamp	step	train/loss
1664420624439	0	1.2422322034835815
1664420643592	1	1.1131702661514282
1664420662633	2	1.0666834115982056
1664420681362	3	1.0418038368225098
1664420699999	4	0.9907801151275635
1664420718722	5	0.9570907354354858
1664420737829	6	0.928912878036499
1664420756474	7	0.910588264465332
1664420775148	8	0.8833988308906555
1664420793995	9	0.8650200366973877
